CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG477775,10/24/2023 07:00:00 AM,007XX W 74TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,732,17,07,1172767,1855810,41.759775035,-87.642373275,"(41.759775035, -87.642373275)"
JG478707,10/24/2023 04:00:00 PM,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1833,2,06,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG484191,10/13/2023 10:00:00 AM,003XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT / GROUNDS,N,N,1225,27,14,1163119,1898512,41.877161446,-87.676536946,"(41.877161446, -87.676536946)"
JG477247,10/24/2023 10:30:00 AM,067XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,N,N,331,5,14,1192924,1860831,41.773085006,-87.568335406,"(41.773085006, -87.568335406)"
JG476964,10/24/2023 04:58:00 PM,132XX S COMMERCIAL AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,N,N,433,10,04B,1198105,1817703,41.65460992,-87.550780451,"(41.65460992, -87.550780451)"
JG476809,10/24/2023 04:02:00 PM,039XX W ARTHINGTON ST,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1132,24,08B,1150228,1895744,41.869826686,-87.723941407,"(41.869826686, -87.723941407)"
JG490741,11/04/2023 02:36:00 AM,050XX W GRACE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1634,30,06,1142137,1924794,41.949696878,-87.752924502,"(41.949696878, -87.752924502)"
JG501385,11/12/2023 02:00:00 PM,047XX S ADA ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,933,20,08B,1168130,1873248,41.807727976,-87.658866528,"(41.807727976, -87.658866528)"
JG501125,11/12/2023 08:00:00 AM,023XX E 70TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,331,5,14,1193173,1858670,41.767148983,-87.567493189,"(41.767148983, -87.567493189)"
JG502399,11/12/2023 05:00:00 PM,065XX S WESTERN AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,832,16,26,1161496,1861276,41.775015522,-87.683530209,"(41.775015522, -87.683530209)"
JG500894,11/12/2023 01:45:00 AM,028XX W 59TH ST,0337,ROBBERY,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,824,15,03,1158637,1865403,41.786399399,-87.693898477,"(41.786399399, -87.693898477)"
JG501273,11/12/2023 12:07:00 PM,069XX S THROOP ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,734,17,06,1168860,1858654,41.767664563,-87.656610393,"(41.767664563, -87.656610393)"
JG527529,12/01/2023 07:30:00 AM,059XX N GLENWOOD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC BUILDING,N,N,2013,48,26,1165910,1939379,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
JG502561,11/12/2023 11:00:00 PM,013XX W 92ND ST,0820,THEFT,$500 AND UNDER,STREET,N,N,2222,21,06,1168832,1843749,41.726763792,-87.657142363,"(41.726763792, -87.657142363)"
JG500950,11/12/2023 03:11:00 AM,052XX S TROY ST,0460,BATTERY,SIMPLE,ALLEY,N,N,923,14,08B,1156267,1869710,41.798266454,-87.702472299,"(41.798266454, -87.702472299)"
JG501465,11/12/2023 03:30:00 PM,078XX S SOUTH SHORE DR,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,421,7,07,1197898,1853963,41.754115911,-87.55033154,"(41.754115911, -87.55033154)"
JG491243,11/04/2023 12:01:00 AM,027XX N NORDICA AVE,0820,THEFT,$500 AND UNDER,ALLEY,N,N,2512,29,06,1128624,1917323,41.929435928,-87.802767497,"(41.929435928, -87.802767497)"
JG499269,10/15/2023 04:55:00 PM,063XX S WHIPPLE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GAS STATION,N,N,823,15,11,1157138,1862539,41.77857063,-87.69947203,"(41.77857063, -87.69947203)"
JG491563,11/04/2023 05:20:00 PM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG492510,11/04/2023 10:56:00 PM,006XX W BUCKINGHAM PL,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1925,44,04B,1171457,1922486,41.942768213,-87.645216201,"(41.942768213, -87.645216201)"
JG499458,11/02/2023 04:00:00 AM,023XX N LAMON AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2522,31,05,1143351,1914947,41.922653121,-87.748708775,"(41.922653121, -87.748708775)"
JG477965,10/25/2023 12:05:00 PM,042XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1911,47,06,1161360,1928326,41.959009912,-87.682164298,"(41.959009912, -87.682164298)"
JH121941,01/16/2024 04:00:00 AM,096XX S AVENUE N,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,432,10,26,1201126,1841801,41.720661308,-87.538913691,"(41.720661308, -87.538913691)"
JG478980,10/25/2023 04:50:00 PM,007XX S FINANCIAL PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,123,34,07,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG478279,10/25/2023 01:47:00 PM,082XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,631,6,14,1177732,1850157,41.744151668,-87.62434741,"(41.744151668, -87.62434741)"
JG477844,10/25/2023 10:00:00 AM,057XX N CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,Y,2011,40,14,1158624,1938043,41.98573045,-87.69195551,"(41.98573045, -87.69195551)"
JG478625,10/25/2023 07:30:00 PM,007XX S FINANCIAL PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,123,34,07,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG485942,10/24/2023 10:50:00 AM,0000X S MASON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1513,29,06,1136839,1899289,41.87980496,-87.773012089,"(41.87980496, -87.773012089)"
JG490732,11/04/2023 02:00:00 AM,037XX W 13TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,Y,1011,24,26,1151637,1893785,41.864423402,-87.718820002,"(41.864423402, -87.718820002)"
JG498492,11/03/2023 11:53:00 PM,008XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1833,2,14,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG491208,11/04/2023 12:10:00 PM,054XX S WENTWORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,225,20,06,1175887,1869033,41.795991039,-87.630542489,"(41.795991039, -87.630542489)"
JG491922,11/04/2023 12:45:00 AM,047XX S ADA ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,Y,933,20,05,1168130,1873248,41.807727976,-87.658866528,"(41.807727976, -87.658866528)"
JG491003,11/04/2023 09:30:00 AM,016XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1233,25,08B,1165986,1892054,41.859379458,-87.666194455,"(41.859379458, -87.666194455)"
JG490696,11/04/2023 01:00:00 AM,015XX S HAMLIN AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,Y,1014,24,08B,1151295,1892195,41.860066967,-87.720117178,"(41.860066967, -87.720117178)"
JG491060,11/04/2023 01:53:00 AM,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1833,2,06,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG491077,11/04/2023 10:35:00 AM,077XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,17,14,1170655,1853491,41.753457689,-87.650181219,"(41.753457689, -87.650181219)"
JG490713,11/04/2023 02:00:00 AM,010XX W MADISON ST,0560,ASSAULT,SIMPLE,STREET,Y,N,1224,34,08A,1169700,1900215,41.881693864,-87.652323905,"(41.881693864, -87.652323905)"
JG491727,11/04/2023 06:15:00 PM,082XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,631,6,14,1177721,1850534,41.74518645,-87.624376334,"(41.74518645, -87.624376334)"
JG479828,10/26/2023 11:30:00 AM,062XX S MOZART ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,823,15,06,1158449,1863212,41.78039082,-87.694647457,"(41.78039082, -87.694647457)"
JG480349,10/26/2023 01:45:00 PM,044XX W WRIGHTWOOD AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,2524,31,06,1146303,1917151,41.928645369,-87.737805821,"(41.928645369, -87.737805821)"
JG479834,10/26/2023 05:56:00 PM,020XX W FARGO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2424,49,26,1161568,1949266,42.016465687,-87.680813065,"(42.016465687, -87.680813065)"
JG485605,10/26/2023 06:30:00 PM,004XX N LA SALLE DR,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,1831,42,05,1175063,1903150,41.889629205,-87.632543289,"(41.889629205, -87.632543289)"
JG487415,10/11/2023 01:45:00 AM,020XX W FULTON ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),N,N,1223,27,05,1162850,1902009,41.886763155,-87.677426502,"(41.886763155, -87.677426502)"
JG480989,10/26/2023 10:22:00 PM,054XX S WENTWORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,N,N,225,20,05,1175887,1869033,41.795991039,-87.630542489,"(41.795991039, -87.630542489)"
JG480113,10/26/2023 09:30:00 PM,028XX N KOLMAR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2521,31,08B,1145507,1918454,41.932236058,-87.740697789,"(41.932236058, -87.740697789)"
JH144845,09/23/2023 12:23:00 PM,063XX W 65TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,812,13,06,1135277,1860738,41.774042584,-87.779659912,"(41.774042584, -87.779659912)"
JG549608,12/05/2023 06:00:00 PM,041XX S WELLS ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,925,3,05,1175309,1877278,41.81862905,-87.632415458,"(41.81862905, -87.632415458)"
JG541786,12/15/2023 09:25:00 AM,072XX S PHILLIPS AVE,0460,BATTERY,SIMPLE,STREET,N,Y,334,7,08B,1193784,1857322,41.763435021,-87.565297784,"(41.763435021, -87.565297784)"
JG541951,12/15/2023 11:30:00 AM,011XX W FULLERTON AVE,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,Y,N,1932,43,26,1168107,1916095,41.925304132,-87.65771408,"(41.925304132, -87.65771408)"
JG542567,12/15/2023 07:50:00 PM,010XX W 127TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,523,9,04B,1171898,1820598,41.663167176,-87.646587412,"(41.663167176, -87.646587412)"
JG549690,12/14/2023 12:00:00 AM,105XX S HALE AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,2212,19,06,1165630,1834813,41.7023104,-87.669124205,"(41.7023104, -87.669124205)"
JG549362,12/10/2023 03:16:00 AM,015XX W GARFIELD BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,713,16,07,1167044,1868120,41.793679469,-87.66299636,"(41.793679469, -87.66299636)"
JG502904,11/13/2023 04:04:00 PM,008XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1833,2,06,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG502913,11/13/2023 04:15:00 PM,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,1833,2,11,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG502706,11/13/2023 01:20:00 PM,004XX N WABASH AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1834,42,08B,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG502653,11/13/2023 02:00:00 PM,020XX W FARGO AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2424,49,06,1161568,1949266,42.016465687,-87.680813065,"(42.016465687, -87.680813065)"
JG503381,11/13/2023 05:30:00 PM,032XX W ALTGELD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1413,35,14,1154342,1916437,41.92652908,-87.708284136,"(41.92652908, -87.708284136)"
JG504480,11/13/2023 10:00:00 PM,049XX W SCHUBERT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,2521,31,14,1143030,1917505,41.929678531,-87.749824286,"(41.929678531, -87.749824286)"
JG502907,11/13/2023 05:05:00 PM,016XX W HOWARD ST,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",PARK PROPERTY,Y,N,2422,49,08A,1164177,1950345,42.019371503,-87.671181992,"(42.019371503, -87.671181992)"
JG503360,11/13/2023 08:30:00 PM,026XX S KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1031,22,14,1147484,1886120,41.843470224,-87.734262048,"(41.843470224, -87.734262048)"
JG527129,12/02/2023 07:10:00 PM,018XX W MAYPOLE AVE,0810,THEFT,OVER $500,STREET,N,N,1223,27,06,1164094,1901067,41.884152048,-87.672884839,"(41.884152048, -87.672884839)"
JG533428,11/19/2023 06:58:00 PM,004XX N STATE ST,0810,THEFT,OVER $500,STREET,N,N,1831,42,06,1176292,1903428,41.89036442,-87.628021535,"(41.89036442, -87.628021535)"
JG525453,12/02/2023 01:18:00 AM,004XX N WABASH AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,N,N,1834,42,17,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG526090,12/02/2023 03:00:00 PM,016XX E 79TH ST,0460,BATTERY,SIMPLE,TAVERN / LIQUOR STORE,N,N,414,8,08B,1188721,1852930,41.751505533,-87.583994603,"(41.751505533, -87.583994603)"
JG480327,10/27/2023 04:16:00 AM,001XX S CLINTON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,121,34,06,1172752,1899632,41.88002707,-87.641134401,"(41.88002707, -87.641134401)"
JG480283,10/27/2023 03:30:00 AM,008XX W 76TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,621,17,26,1171871,1854456,41.75607919,-87.645696767,"(41.75607919, -87.645696767)"
JG481300,10/27/2023 10:00:00 AM,071XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,323,6,14,1178401,1857636,41.764659745,-87.621669459,"(41.764659745, -87.621669459)"
JG480619,10/27/2023 09:45:00 AM,006XX E PERSHING RD,0810,THEFT,OVER $500,STREET,N,N,212,4,06,1180970,1879247,41.823903541,-87.611588441,"(41.823903541, -87.611588441)"
JG488975,09/29/2023 12:00:00 PM,004XX N WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,1834,42,11,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JH137523,02/02/2024 01:00:00 PM,075XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,411,8,08B,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JH138432,02/02/2024 08:50:00 AM,016XX W COLUMBIA AVE,0810,THEFT,OVER $500,STREET,N,N,2432,49,06,1164150,1944894,42.004414428,-87.671436447,"(42.004414428, -87.671436447)"
JG542608,12/15/2023 08:49:00 PM,050XX S HOYNE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,931,15,15,1163207,1871415,41.8028026,-87.67697414,"(41.8028026, -87.67697414)"
JH197055,03/22/2024 07:00:00 AM,026XX S UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,914,11,14,1172070,1886835,41.844926207,-87.644015878,"(41.844926207, -87.644015878)"
JG526244,12/02/2023 05:05:00 PM,068XX S RACINE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,Y,Y,724,17,04A,1169502,1859376,41.769631937,-87.654236284,"(41.769631937, -87.654236284)"
JG541741,12/15/2023 03:40:00 AM,086XX S COTTAGE GROVE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,632,8,05,1183072,1847842,41.737676653,-87.604853085,"(41.737676653, -87.604853085)"
JG525516,12/02/2023 04:05:00 AM,007XX S FINANCIAL PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,123,34,14,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG542025,12/15/2023 10:53:00 AM,041XX W MADISON ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1115,28,24,1148793,1899691,41.880685543,-87.729107748,"(41.880685543, -87.729107748)"
JG525515,12/02/2023 04:20:00 AM,007XX S FINANCIAL PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,123,34,14,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG528284,12/02/2023 01:04:00 AM,004XX N WABASH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1834,42,26,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG526084,12/02/2023 08:30:00 AM,075XX S STONY ISLAND AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,411,8,07,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JG526057,12/02/2023 02:47:00 PM,037XX W OHIO ST,2021,NARCOTICS,POSSESS - BARBITURATES,ALLEY,Y,N,1122,27,18,1151423,1903743,41.89175344,-87.719344084,"(41.89175344, -87.719344084)"
JG492557,11/05/2023 01:00:00 PM,004XX N WABASH AVE,0560,ASSAULT,SIMPLE,STREET,N,Y,1834,42,08A,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JG492596,11/05/2023 01:54:00 PM,023XX W LUNT AVE,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,STREET,Y,N,2411,50,26,1159424,1946406,42.008662344,-87.68878162,"(42.008662344, -87.68878162)"
JG494120,11/05/2023 08:00:00 PM,018XX S LEAVITT ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1234,25,06,1161988,1891294,41.857378253,-87.680891076,"(41.857378253, -87.680891076)"
JG493203,11/05/2023 06:00:00 PM,053XX S HAMILTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,932,16,07,1162940,1869270,41.796922044,-87.678013326,"(41.796922044, -87.678013326)"
JG494378,11/05/2023 11:50:00 PM,002XX W ONTARIO ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1831,42,03,1174494,1904440,41.89318177,-87.6345943,"(41.89318177, -87.6345943)"
JG492793,11/05/2023 05:15:00 PM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG492902,11/05/2023 08:00:00 PM,013XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1424,1,06,1164309,1909321,41.906797102,-87.671861659,"(41.906797102, -87.671861659)"
JG544487,12/15/2023 06:30:00 PM,047XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,2521,31,06,1144208,1915535,41.924250576,-87.745545036,"(41.924250576, -87.745545036)"
JG504214,11/14/2023 03:00:00 PM,102XX S RHODES AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,511,9,08B,1181720,1837115,41.708271754,-87.610136566,"(41.708271754, -87.610136566)"
JG504304,11/14/2023 06:37:00 PM,041XX W 21ST ST,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,1012,24,18,1149063,1889767,41.853447688,-87.728373121,"(41.853447688, -87.728373121)"
JG542300,12/15/2023 01:00:00 PM,061XX S WABASH AVE,0810,THEFT,OVER $500,CTA BUS,N,N,311,20,06,1177768,1864415,41.783276387,-87.623784561,"(41.783276387, -87.623784561)"
JG505609,11/07/2023 02:29:00 PM,039XX N LOWELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1731,30,11,1146528,1925744,41.952221025,-87.736759261,"(41.952221025, -87.736759261)"
JG503342,11/14/2023 04:11:00 AM,022XX W 57TH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,824,15,26,1162192,1866836,41.790258449,-87.680824085,"(41.790258449, -87.680824085)"
JG528826,12/03/2023 11:00:00 PM,001XX W HURON ST,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,N,N,1832,42,06,1175253,1905045,41.894824927,-87.631788635,"(41.894824927, -87.631788635)"
JG511759,10/27/2023 12:00:00 PM,015XX N LEAMINGTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2533,37,11,1141756,1909781,41.908506746,-87.754697458,"(41.908506746, -87.754697458)"
JG505179,11/14/2023 12:30:00 PM,008XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1833,2,08B,1177330,1906499,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
JG504594,11/15/2023 12:00:00 AM,020XX E 67TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,331,5,07,1190782,1860948,41.773458079,-87.576183528,"(41.773458079, -87.576183528)"
JG504929,11/14/2023 11:30:00 PM,044XX W PARKER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2524,31,06,1146300,1917877,41.930637638,-87.737798315,"(41.930637638, -87.737798315)"
JG503297,11/14/2023 02:00:00 AM,011XX W WASHINGTON BLVD,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,1224,34,07,1168917,1900688,41.883008824,-87.655185318,"(41.883008824, -87.655185318)"
JG494352,11/06/2023 09:30:00 PM,031XX W WALTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1211,36,14,1155327,1906164,41.898319336,-87.704941263,"(41.898319336, -87.704941263)"
JG494367,11/06/2023 09:30:00 PM,031XX W WALTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1211,36,14,1155327,1906164,41.898319336,-87.704941263,"(41.898319336, -87.704941263)"
JG542364,12/15/2023 05:15:00 PM,001XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,114,34,06,1177271,1901522,41.885112119,-87.624484053,"(41.885112119, -87.624484053)"
JG500018,11/01/2023 07:00:00 AM,002XX E 95TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE - COMMERCIAL,N,N,511,9,11,1179729,1842043,41.721840482,-87.617277592,"(41.721840482, -87.617277592)"
JG494040,11/06/2023 04:40:00 PM,013XX E 79TH ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,411,8,08B,1186674,1852884,41.751427982,-87.591497227,"(41.751427982, -87.591497227)"
JG494046,11/06/2023 05:18:00 PM,041XX W WEST END AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1114,28,03,1148683,1900650,41.883319271,-87.729486885,"(41.883319271, -87.729486885)"
JG493613,11/06/2023 11:55:00 AM,073XX S DANTE AVE,0450,BATTERY,AGGRAVATED POLICE OFFICER - HANDGUN,SIDEWALK,N,N,324,8,04B,1187142,1856626,41.761685294,-87.589663721,"(41.761685294, -87.589663721)"
JG544247,12/15/2023 11:00:00 AM,002XX N UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,34,07,1171529,1901960,41.886442236,-87.645556563,"(41.886442236, -87.645556563)"
JG494250,11/06/2023 07:30:00 PM,017XX W LUNT AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,N,N,2424,49,14,1163292,1946550,42.008976689,-87.674546159,"(42.008976689, -87.674546159)"
JG497784,11/06/2023 04:00:00 PM,069XX S DR MARTIN LUTHER KING JR DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,322,6,11,1180114,1859190,41.76888502,-87.615343355,"(41.76888502, -87.615343355)"
JG518890,11/24/2023 06:00:00 PM,007XX S FINANCIAL PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,123,34,07,1175104,1897037,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
JG523733,11/16/2023 12:00:00 PM,069XX N OTTAWA AVE,1120,DECEPTIVE PRACTICE,FORGERY,STREET,N,N,1611,41,10,1124413,1945358,42.006437582,-87.817621944,"(42.006437582, -87.817621944)"
JG516328,11/24/2023 07:26:00 PM,075XX N WINCHESTER AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,2424,49,04A,1162042,1950021,42.018527494,-87.679047645,"(42.018527494, -87.679047645)"
JH177799,03/06/2024 02:05:00 PM,047XX S KILDARE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,815,14,08B,1148489,1872954,41.807321581,-87.730912667,"(41.807321581, -87.730912667)"
JG517060,11/24/2023 05:00:00 PM,034XX N OTTAWA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1631,38,07,1124479,1921924,41.942131034,-87.817897868,"(41.942131034, -87.817897868)"
JG527673,12/03/2023 11:36:00 PM,056XX S WOOD ST,0560,ASSAULT,SIMPLE,APARTMENT,Y,Y,715,15,08A,1165313,1867222,41.79125211,-87.669369253,"(41.79125211, -87.669369253)"
JG527373,12/03/2023 04:00:00 PM,011XX N NOBLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1213,27,07,1166842,1907644,41.902141327,-87.662605111,"(41.902141327, -87.662605111)"
