CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG554553,12/26/2023 12:00:00 AM,080XX S BURNHAM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,422,7,14,1196235,1852163,41.749217947,-87.556485311,"(41.749217947, -87.556485311)"
JG423331,09/14/2023 01:19:00 AM,043XX S KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,815,14,26,1149069,1875542,41.814412255,-87.728718589,"(41.814412255, -87.728718589)"
JH262359,05/13/2024 09:50:00 PM,003XX N LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1523,37,14,1140284,1901684,41.886314728,-87.760303606,"(41.886314728, -87.760303606)"
JH264150,05/13/2024 07:00:00 PM,015XX W FULLERTON AVE,0918,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE NO VIN",STREET,N,N,1811,2,07,1165832,1916032,41.92518014,-87.666075272,"(41.92518014, -87.666075272)"
JG410721,09/04/2023 01:30:00 PM,014XX W BRYN MAWR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2013,48,07,1165615,1937296,41.983534123,-87.666264449,"(41.983534123, -87.666264449)"
JG516795,11/25/2023 10:09:00 AM,063XX N WESTERN AVE,0460,BATTERY,SIMPLE,ALLEY,N,N,2413,50,08B,1159168,1941991,41.996552721,-87.689845598,"(41.996552721, -87.689845598)"
JH238236,04/23/2024 04:30:00 PM,001XX W MONROE ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,122,34,06,1175449,1899896,41.880691384,-87.631223519,"(41.880691384, -87.631223519)"
JG415281,09/07/2023 05:09:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1432,32,06,1160867,1917657,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
JG543735,12/16/2023 07:43:00 PM,046XX W MADISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1113,28,15,1145679,1899621,41.880553047,-87.740543983,"(41.880553047, -87.740543983)"
JG454673,10/03/2023 10:00:00 PM,082XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,835,18,14,1160134,1850078,41.744314668,-87.688830696,"(41.744314668, -87.688830696)"
JH190522,03/16/2024 11:00:00 AM,034XX W MADISON ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1123,28,06,1153399,1899803,41.880902651,-87.712191823,"(41.880902651, -87.712191823)"
JH218801,04/09/2024 05:00:00 PM,024XX N LONG AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2515,31,07,1139975,1915714,41.92482034,-87.761094645,"(41.92482034, -87.761094645)"
JG534484,12/09/2023 04:00:00 AM,012XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,1424,1,14,1163508,1908139,41.903570521,-87.674837386,"(41.903570521, -87.674837386)"
JH245125,04/30/2024 01:50:00 PM,053XX S NATOMA AVE,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,N,N,811,23,08B,1132953,1868422,41.79516966,-87.788000798,"(41.79516966, -87.788000798)"
JG460318,10/12/2023 05:35:00 AM,030XX E CHELTENHAM PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,421,7,14,1197497,1853252,41.752174882,-87.551824707,"(41.752174882, -87.551824707)"
JG495544,11/07/2023 05:46:00 PM,050XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,STREET,N,N,2521,31,08B,1142265,1918146,41.931451751,-87.752619531,"(41.931451751, -87.752619531)"
JH154083,02/16/2024 02:00:00 AM,071XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,833,23,14,1153541,1857076,41.763651302,-87.7128035,"(41.763651302, -87.7128035)"
JG477411,10/24/2023 11:16:00 PM,079XX S MANISTEE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,422,7,05,1195891,1852763,41.750872909,-87.557726016,"(41.750872909, -87.557726016)"
JG502211,11/12/2023 02:00:00 AM,001XX W Hubbard st,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,1175290,1903292,41.890013771,-87.631705393,"(41.890013771, -87.631705393)"
JH285057,05/30/2024 01:51:00 AM,008XX W NORTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1822,2,11,1170635,1910871,41.910914175,-87.648578343,"(41.910914175, -87.648578343)"
JH287989,06/01/2024 04:09:00 PM,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1121,27,18,1154118,1905137,41.895525365,-87.709409282,"(41.895525365, -87.709409282)"
JG456348,10/09/2023 04:40:00 AM,075XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,621,17,14,1172610,1854760,41.756897163,-87.642979559,"(41.756897163, -87.642979559)"
JH146633,02/09/2024 07:30:00 PM,007XX S LYTLE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1231,34,06,1168073,1896970,41.872824609,-87.658391874,"(41.872824609, -87.658391874)"
JH246034,04/25/2024 10:00:00 AM,048XX N MAGNOLIA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2033,47,06,1167072,1932157,41.969401288,-87.66105422,"(41.969401288, -87.66105422)"
JG435373,09/23/2023 12:38:00 AM,024XX N MILWAUKEE AVE,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,N,N,1414,1,04B,1156350,1915929,41.925094686,-87.700919394,"(41.925094686, -87.700919394)"
JG481608,10/28/2023 01:41:00 AM,051XX W DIVERSEY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,2521,31,04A,1141733,1918133,41.931425949,-87.754574887,"(41.931425949, -87.754574887)"
JH170861,02/29/2024 09:04:00 PM,023XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1193142,1859004,41.768066261,-87.567595915,"(41.768066261, -87.567595915)"
JH301170,06/11/2024 07:00:00 AM,076XX S EAST END AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,N,N,414,8,04A,1188862,1854616,41.756128699,-87.58342406,"(41.756128699, -87.58342406)"
JH213429,04/04/2024 07:30:00 PM,001XX N STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,111,42,08B,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JH158193,02/19/2024 05:19:00 PM,043XX W MAYPOLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1114,28,15,1147599,1901105,41.884588704,-87.733455762,"(41.884588704, -87.733455762)"
JH293229,06/04/2024 12:01:00 AM,049XX W MADISON ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,N,Y,1533,28,20,1143197,1899564,41.880443314,-87.74965919,"(41.880443314, -87.74965919)"
JH120081,01/11/2024 09:00:00 AM,061XX N DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2413,40,07,1161874,1941070,41.993969236,-87.679917247,"(41.993969236, -87.679917247)"
JG481724,10/28/2023 05:45:00 AM,043XX W CULLERTON ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,N,N,1012,24,03,1147804,1890068,41.854297918,-87.732986418,"(41.854297918, -87.732986418)"
JG428231,09/17/2023 05:02:00 PM,023XX W JACKSON BLVD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,Y,N,1225,27,04B,1160842,1898642,41.877565688,-87.684893829,"(41.877565688, -87.684893829)"
JG504995,11/15/2023 10:03:00 AM,008XX W 63RD ST,0560,ASSAULT,SIMPLE,BANK,N,Y,723,16,08A,1171886,1863079,41.77974142,-87.645389036,"(41.77974142, -87.645389036)"
JH224988,04/14/2024 03:15:00 PM,089XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423,7,08B,1196563,1846269,41.733036213,-87.555478638,"(41.733036213, -87.555478638)"
JG552928,12/23/2023 01:30:00 PM,041XX W KAMERLING AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,2534,37,06,1148574,1908669,41.905326365,-87.72967997,"(41.905326365, -87.72967997)"
JH262974,05/14/2024 09:56:00 AM,013XX W FULLERTON AVE,0810,THEFT,OVER $500,NURSING / RETIREMENT HOME,N,N,1932,32,06,1166755,1916056,41.925226238,-87.662683065,"(41.925226238, -87.662683065)"
JH300375,06/10/2024 12:00:00 AM,021XX W GARFIELD BLVD,031A,ROBBERY,ARMED - HANDGUN,VEHICLE NON-COMMERCIAL,N,N,715,15,03,1162866,1868024,41.79350441,-87.678319509,"(41.79350441, -87.678319509)"
JH252550,05/06/2024 01:30:00 PM,009XX W 87TH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,613,17,06,1171353,1847139,41.736011713,-87.647808753,"(41.736011713, -87.647808753)"
JH218891,04/09/2024 06:42:00 PM,006XX E WOODLAND PARK,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,211,4,06,1181288,1882381,41.832496126,-87.61032506,"(41.832496126, -87.61032506)"
JH178136,03/06/2024 05:50:00 PM,001XX W ADAMS ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,122,42,06,1174897,1899418,41.879392098,-87.633264712,"(41.879392098, -87.633264712)"
JG526447,12/02/2023 08:12:00 PM,017XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,332,5,15,1188979,1858278,41.766174746,-87.582878208,"(41.766174746, -87.582878208)"
JG416658,09/04/2023 06:15:00 PM,071XX S ST LAWRENCE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,323,6,08A,1181474,1857712,41.764797976,-87.61040384,"(41.764797976, -87.61040384)"
JG424871,09/14/2023 11:16:00 PM,006XX W ARLINGTON PL,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1935,43,14,1171622,1916637,41.926714681,-87.644782411,"(41.926714681, -87.644782411)"
JH152685,02/14/2024 06:31:00 PM,044XX W CARROLL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1113,28,08B,1146733,1901929,41.886866422,-87.736614825,"(41.886866422, -87.736614825)"
JG445987,09/29/2023 09:30:00 AM,037XX N Recreation Dr,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1925,46,06,1171826,1925510,41.951058037,-87.643770543,"(41.951058037, -87.643770543)"
JH102478,01/02/2024 11:30:00 PM,013XX S LAWNDALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,1011,24,08A,1151918,1893645,41.864033702,-87.717792133,"(41.864033702, -87.717792133)"
JG538465,12/12/2023 03:30:00 PM,026XX E 79TH ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,422,7,06,1195379,1853104,41.751821289,-87.559590955,"(41.751821289, -87.559590955)"
JG411393,09/05/2023 01:57:00 AM,033XX W 83RD ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,834,18,15,1155744,1849367,41.742452668,-87.704935325,"(41.742452668, -87.704935325)"
JG491471,11/04/2023 04:25:00 PM,088XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,632,6,06,1179139,1846440,41.733919847,-87.619305052,"(41.733919847, -87.619305052)"
JH268248,05/15/2024 12:01:00 AM,008XX E 131ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,533,10,08B,1184158,1818524,41.657198985,-87.601786632,"(41.657198985, -87.601786632)"
JG432865,09/20/2023 09:00:00 PM,062XX N FOREST GLEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,1711,39,14,1145717,1940873,41.993751567,-87.73935494,"(41.993751567, -87.73935494)"
JH268215,05/18/2024 04:11:00 AM,008XX N CICERO AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,N,1111,37,08B,1144207,1904963,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
JH172684,03/02/2024 11:36:00 AM,037XX W DIVISION ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,Y,N,2535,36,18,1151394,1907743,41.902730408,-87.719345458,"(41.902730408, -87.719345458)"
JG559790,12/28/2023 04:25:00 PM,012XX S Prairie Ave,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,,N,N,132,3,11,1178107,1894675,41.866304579,-87.621622648,"(41.866304579, -87.621622648)"
JH150309,02/13/2024 12:25:00 AM,002XX E GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,231,3,08B,1178668,1868597,41.794731772,-87.620357737,"(41.794731772, -87.620357737)"
JG449460,09/26/2023 03:20:00 PM,067XX N BOSWORTH AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC GROUNDS,N,N,2432,49,04B,1164720,1944790,42.004116939,-87.669342378,"(42.004116939, -87.669342378)"
JH265325,05/16/2024 03:50:00 AM,001XX N ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,1224,27,08B,1165723,1901273,41.88468277,-87.66689711,"(41.88468277, -87.66689711)"
JG531598,12/07/2023 02:30:00 AM,075XX S MARYLAND AVE,0460,BATTERY,SIMPLE,STREET,N,N,624,8,08B,1183205,1855301,41.758141854,-87.60413422,"(41.758141854, -87.60413422)"
JH148866,02/11/2024 08:10:00 PM,024XX S ST LOUIS AVE,1020,ARSON,BY FIRE,RESIDENCE - GARAGE,N,N,1024,22,09,1153424,1887519,41.847193483,-87.712426252,"(41.847193483, -87.712426252)"
JH288447,06/02/2024 12:15:00 AM,031XX S UNION AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,Y,Y,915,11,04B,1172145,1884058,41.83730423,-87.643822455,"(41.83730423, -87.643822455)"
JG407651,09/01/2023 03:15:00 PM,058XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,Y,712,16,14,1171633,1866261,41.788478742,-87.646223344,"(41.788478742, -87.646223344)"
JG492153,11/04/2023 09:30:00 PM,062XX N FRANCISCO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2413,50,07,1155881,1941181,41.99439719,-87.701959055,"(41.99439719, -87.701959055)"
JG482245,10/28/2023 03:20:00 PM,061XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,811,23,06,1136764,1867992,41.793922473,-87.774035764,"(41.793922473, -87.774035764)"
JH155668,02/17/2024 11:22:00 AM,027XX W DIVISION ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1423,26,06,1158012,1907868,41.902940868,-87.695032866,"(41.902940868, -87.695032866)"
JH114566,01/13/2024 12:30:00 PM,074XX N SEELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,2424,49,14,1161339,1949441,42.016950678,-87.681650817,"(42.016950678, -87.681650817)"
JH222327,04/12/2024 01:00:00 PM,106XX S GREEN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2233,21,26,1172533,1834333,41.70084433,-87.643861389,"(41.70084433, -87.643861389)"
JH306975,06/15/2024 01:30:00 AM,008XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1170846,1902903,41.889044884,-87.648037032,"(41.889044884, -87.648037032)"
JH236711,04/23/2024 09:54:00 PM,029XX N LAWNDALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,2523,31,04B,1150809,1919548,41.935135864,-87.721184762,"(41.935135864, -87.721184762)"
JG493278,10/13/2023 06:00:00 PM,060XX S MICHIGAN AVE,0580,STALKING,SIMPLE,APARTMENT,N,Y,311,20,08A,1178192,1864986,41.784833656,-87.622212733,"(41.784833656, -87.622212733)"
JH120706,01/19/2024 12:30:00 PM,034XX W DIVERSEY AVE,031A,ROBBERY,ARMED - HANDGUN,DEPARTMENT STORE,N,N,1412,35,03,1153078,1918408,41.931962854,-87.712876373,"(41.931962854, -87.712876373)"
JH110522,01/09/2024 09:00:00 PM,023XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,N,N,1414,1,06,1156774,1915585,41.924142132,-87.699370763,"(41.924142132, -87.699370763)"
JH105803,01/05/2024 05:02:00 PM,033XX N SOUTHPORT AVE,0810,THEFT,OVER $500,RESTAURANT,N,N,1924,44,06,1166374,1922443,41.942760669,-87.663899779,"(41.942760669, -87.663899779)"
JH136518,02/01/2024 10:30:00 AM,008XX E 49TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,223,4,07,1182751,1872705,41.805910561,-87.605257993,"(41.805910561, -87.605257993)"
JH185411,03/12/2024 11:40:00 AM,102XX S RACINE AVE,0810,THEFT,OVER $500,STREET,N,N,2232,21,06,1170126,1836991,41.708190837,-87.652598025,"(41.708190837, -87.652598025)"
JG461042,10/05/2023 10:00:00 PM,101XX S OGLESBY AVE,0870,THEFT,POCKET-PICKING,APARTMENT,N,N,431,7,06,1193828,1838221,41.71101913,-87.56576091,"(41.71101913, -87.56576091)"
JG412836,09/05/2023 09:23:00 PM,004XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,1123,27,06,1152975,1902645,41.888709801,-87.713673374,"(41.888709801, -87.713673374)"
JH201051,03/18/2024 12:00:00 AM,017XX S STATE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,131,3,14,1176607,1891853,41.858594819,-87.627214427,"(41.858594819, -87.627214427)"
JH140944,02/02/2024 04:00:00 PM,014XX W CORTEZ ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1213,1,06,1166577,1907108,41.900676188,-87.663593861,"(41.900676188, -87.663593861)"
JG503736,11/07/2023 12:54:00 PM,032XX N LAMON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,1634,31,11,1143134,1921018,41.939316601,-87.749354176,"(41.939316601, -87.749354176)"
JG502739,11/12/2023 08:00:00 PM,050XX S PRINCETON AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,935,20,07,1175140,1871490,41.802750017,-87.633208381,"(41.802750017, -87.633208381)"
JG451130,10/04/2023 06:00:00 PM,036XX N BROADWAY,0810,THEFT,OVER $500,STREET,N,N,1925,46,06,1170686,1924581,41.948533921,-87.647988403,"(41.948533921, -87.647988403)"
JH269345,05/19/2024 12:51:00 AM,025XX E 74TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,334,7,05,1194447,1856385,41.760847554,-87.562898563,"(41.760847554, -87.562898563)"
JH226222,04/15/2024 02:00:00 PM,044XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,215,3,14,1178346,1875491,41.81365685,-87.621329078,"(41.81365685, -87.621329078)"
JG493236,11/06/2023 05:57:00 AM,007XX S CICERO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,Y,N,1131,24,04A,1144511,1896107,41.870932257,-87.744921277,"(41.870932257, -87.744921277)"
JH141506,02/05/2024 07:00:00 PM,0000X E 112TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,531,9,11,1178433,1830383,41.689873321,-87.62237719,"(41.689873321, -87.62237719)"
JG420885,09/02/2023 02:00:00 AM,003XX W ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1831,42,11,1174082,1903553,41.890756989,-87.636133879,"(41.890756989, -87.636133879)"
JH201616,03/25/2024 11:30:00 AM,005XX N MICHIGAN AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,APARTMENT,N,N,1834,42,02,1177337,1904027,41.891984471,-87.62416567,"(41.891984471, -87.62416567)"
JH291890,05/31/2024 01:35:00 PM,061XX S WOODLAWN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,314,20,06,1185269,1864636,41.783709683,-87.596276769,"(41.783709683, -87.596276769)"
JH222568,04/12/2024 12:22:00 PM,069XX S CLYDE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),N,N,331,5,11,1191408,1859410,41.769222543,-87.573938576,"(41.769222543, -87.573938576)"
JH129547,01/26/2024 08:21:00 PM,035XX W 63RD PL,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,Y,N,823,14,18,1153960,1862277,41.777915353,-87.71112985,"(41.777915353, -87.71112985)"
JH216591,04/08/2024 02:40:00 AM,057XX W 64TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,812,13,07,1139321,1861211,41.77526818,-87.764823614,"(41.77526818, -87.764823614)"
JH269171,05/18/2024 06:00:00 PM,0000X E BRAYTON ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,532,9,08A,1178827,1821478,41.66542773,-87.621204205,"(41.66542773, -87.621204205)"
JG446050,09/30/2023 10:00:00 PM,034XX W LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,N,N,1723,33,07,1152400,1931676,41.96838464,-87.71501618,"(41.96838464, -87.71501618)"
JH151319,02/12/2024 05:45:00 PM,035XX N LONG AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1634,30,07,1139737,1922928,41.944620653,-87.76179246,"(41.944620653, -87.76179246)"
JH175733,03/04/2024 07:10:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,111,34,06,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JG545379,12/18/2023 12:01:00 AM,044XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,215,3,07,1179172,1875749,41.814346004,-87.618291407,"(41.814346004, -87.618291407)"
JH173705,03/03/2024 09:16:00 AM,012XX W ALBION AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,2432,49,08A,1166800,1944232,42.002541257,-87.661706185,"(42.002541257, -87.661706185)"
JH187226,03/13/2024 11:00:00 AM,043XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,2523,31,06,1146631,1920915,41.938967869,-87.736504232,"(41.938967869, -87.736504232)"
JH105678,01/05/2024 08:15:00 AM,047XX S WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,N,N,922,15,11,1161164,1873304,41.808028819,-87.684414463,"(41.808028819, -87.684414463)"
JH109076,01/08/2024 05:25:00 PM,011XX W 72ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,733,17,15,1169775,1857052,41.763248667,-87.653302938,"(41.763248667, -87.653302938)"
JH244406,04/29/2024 10:30:00 AM,084XX W WILSON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1614,38,11,1118837,1929765,41.963738966,-87.838468822,"(41.963738966, -87.838468822)"
JG546203,12/18/2023 06:15:00 PM,092XX S ANTHONY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,423,7,08B,1196715,1844142,41.727195776,-87.554992264,"(41.727195776, -87.554992264)"
JH136886,02/01/2024 06:30:00 PM,051XX W CHICAGO AVE,0810,THEFT,OVER $500,RESTAURANT,N,Y,1531,37,06,1141736,1904839,41.894945698,-87.754893341,"(41.894945698, -87.754893341)"
JH198641,03/23/2024 02:00:00 AM,092XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,633,6,14,1180208,1843725,41.726445153,-87.615471732,"(41.726445153, -87.615471732)"
JG535766,12/10/2023 12:11:00 PM,030XX W 53RD PL,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,923,14,08A,1156970,1869006,41.796320394,-87.699913268,"(41.796320394, -87.699913268)"
JG420939,09/11/2023 06:00:00 PM,023XX W IOWA ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1212,36,07,1160661,1905937,41.89758755,-87.685356151,"(41.89758755, -87.685356151)"
JH224408,04/14/2024 03:30:00 AM,010XX N CLARK ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1824,2,03,1175352,1907251,41.900876082,-87.631358747,"(41.900876082, -87.631358747)"
JG560797,12/31/2023 11:15:00 AM,076XX S YATES BLVD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,421,7,04A,1193525,1854868,41.756707398,-87.566327248,"(41.756707398, -87.566327248)"
JG524472,12/01/2023 10:56:00 AM,011XX N HARDING AVE,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,1112,37,18,1149844,1907338,41.901649349,-87.725049476,"(41.901649349, -87.725049476)"
JG509505,11/18/2023 02:15:00 PM,036XX E 106TH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,432,10,06,1201989,1835277,41.702737032,-87.535974085,"(41.702737032, -87.535974085)"
JH308851,06/16/2024 07:36:00 PM,005XX E OHIO ST,0460,BATTERY,SIMPLE,LAKEFRONT / WATERFRONT / RIVERBANK,Y,N,1834,42,08B,1180369,1904268,41.89257648,-87.613023189,"(41.89257648, -87.613023189)"
JG541158,12/14/2023 05:01:00 PM,016XX N SHEFFIELD AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,N,N,1813,2,06,1169398,1910955,41.911171685,-87.653120167,"(41.911171685, -87.653120167)"
JH245746,05/01/2024 09:20:00 AM,001XX W 110TH ST,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,Y,N,513,9,08A,1177289,1832011,41.694366626,-87.626516467,"(41.694366626, -87.626516467)"
JH100570,01/01/2024 11:54:00 AM,040XX W WILCOX ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1115,28,18,1149516,1899031,41.87886043,-87.726470068,"(41.87886043, -87.726470068)"
JH108795,01/08/2024 01:38:00 PM,055XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1524,37,06,1139204,1904791,41.894860447,-87.764194002,"(41.894860447, -87.764194002)"
